request,response,infra.grpc.handler,QueryCard,"verifyCard: match cardNo local, <:cardNo:> <:transactionID:> <:spanID:>","CardQuery <:*:> channel, <:cardNo:> <:transactionID:> <:spanID:>",call by <:*:> fn:QueryCard call cost:<:NUM:> <:traceID:> <:transactionID:> <:spanID:>,CardQuery <:*:> <:<:resp:>,"verifyCardLocal: s.dao.GetCard failed, err=sql: no rows in result set <:traceID:> <:transactionID:> <:spanID:>","verifyCard: match cardNo by channel, <:cardNo:> valid=<:STATUS:>, <:cardBin:>",verifyCard: <:cardNo:> Yrouter:<:STATUS:> <:traceID:> <:transactionID:> <:spanID:>,verifyCard: <:cardNo:> <:<:resp:>,need retry pre call <:*:> err:card is invalid <:traceID:> <:transactionID:> <:spanID:>,sendPostRequest huaDao <:<:resp:>,"s.MatchByNameAndNo failed, errCode=<:NUM:>, <:cardNo:> <:*:> <:traceID:> <:transactionID:> <:spanID:>",<:ChineseInfo:>，cardNo:<:SEQ:> <:resp:>,buildBinMap: get bins count=<:NUM:>,syncCardBin: get card bin <:MAP:>,huaDaoCardQuery <:*:> err:&{<:NUM:> <:ChineseInfo:>} <:traceID:> <:transactionID:> <:spanID:>,timestamp,unknown
3888,3888,1839,2112,1482,315,315,315,315,315,315,315,0,39,0,0,36,36,0,2023-09-01 21:38:41,0
3783,3783,1680,1959,1257,351,351,351,351,351,351,351,0,39,0,0,36,36,0,2023-09-01 21:40:41,0
3879,3879,1608,1875,1224,324,324,324,324,324,324,324,0,39,0,0,36,36,0,2023-09-01 21:42:41,0
3885,3885,1515,1770,1110,330,330,330,330,330,330,330,0,33,0,0,36,36,0,2023-09-01 21:44:41,0
3888,3888,1860,2103,1533,285,285,285,285,285,285,285,0,33,0,0,36,36,0,2023-09-01 21:46:41,0
3897,3897,855,975,627,174,174,174,174,174,174,174,0,36,0,0,36,36,0,2023-09-01 21:48:41,0
3816,3816,105,87,57,15,15,15,15,15,15,15,0,3,0,0,36,36,0,2023-09-01 21:50:41,0
3885,3885,108,120,39,60,57,57,24,24,24,21,45,9,9,3,36,36,6,2023-09-01 21:52:41,0
3864,3864,339,1287,30,993,993,993,219,219,219,219,966,195,237,159,36,36,30,2023-09-01 21:54:41,6
3906,3906,1296,1692,972,435,438,438,273,273,273,276,204,72,48,24,36,36,15,2023-09-01 21:56:41,0
3888,3888,1461,1701,1080,312,309,309,312,312,312,309,0,21,0,0,36,36,0,2023-09-01 21:58:41,0
3813,3813,1665,1935,1284,324,327,327,324,324,324,327,0,36,0,0,36,36,0,2023-09-01 22:00:41,0
3876,3876,1605,1839,1167,336,336,336,336,336,336,336,0,27,0,0,36,36,0,2023-09-01 22:02:41,0
3885,3885,1737,1956,1374,291,291,291,291,291,291,291,0,54,0,0,36,36,0,2023-09-01 22:04:41,0
3885,3885,1560,1758,1209,273,273,273,273,273,273,273,0,27,0,0,36,36,0,2023-09-01 22:06:41,0
3894,3894,1788,2022,1395,315,312,312,315,315,315,312,0,48,0,0,36,36,0,2023-09-01 22:08:41,0
3879,3879,1671,1890,1323,282,285,285,282,282,282,285,0,48,0,0,36,36,0,2023-09-01 22:10:41,0
3813,3813,1758,2028,1368,330,330,330,330,330,330,330,0,30,0,0,36,36,0,2023-09-01 22:12:41,0
3879,3879,1971,2160,1626,267,267,267,267,267,267,267,0,36,0,0,36,36,0,2023-09-01 22:14:41,0
3879,3879,1851,2085,1509,288,288,288,285,285,285,285,3,42,0,3,36,36,0,2023-09-01 22:16:41,0
3897,3897,1671,1914,1275,321,321,321,318,318,318,318,3,45,0,3,36,36,0,2023-09-01 22:18:41,0
3807,3807,1224,1434,942,246,246,246,246,246,246,246,0,21,0,0,36,36,0,2023-09-01 22:20:41,0
3900,3900,69,42,18,12,12,12,12,12,12,12,0,6,0,0,36,36,0,2023-09-01 22:22:41,0
3882,3882,69,36,12,12,12,12,12,12,12,12,0,0,0,0,36,36,0,2023-09-01 22:24:41,0
3876,3876,249,963,27,741,738,738,165,165,165,162,720,147,177,123,36,36,15,2023-09-01 22:26:41,6
3906,3906,1107,1722,747,669,669,669,285,285,285,285,480,108,114,66,36,36,30,2023-09-01 22:28:41,0
3876,3876,1758,1980,1416,282,282,282,282,282,282,282,0,36,0,0,36,36,0,2023-09-01 22:30:41,0
3876,3876,1638,1935,1254,351,354,354,327,327,327,330,30,51,6,0,36,36,6,2023-09-01 22:32:41,0
3801,3801,1572,1824,1206,309,309,309,309,309,309,309,0,48,0,0,36,36,0,2023-09-01 22:34:41,0
3885,3885,1779,2058,1449,306,303,303,306,306,306,303,0,48,0,0,36,36,0,2023-09-01 22:36:41,0
3897,3897,1731,1938,1338,297,300,300,297,297,297,300,0,39,0,0,36,36,0,2023-09-01 22:38:41,0
3879,3879,1893,2142,1566,288,288,288,288,288,288,288,0,48,0,0,36,36,0,2023-09-01 22:40:41,0
3813,3813,1791,1995,1434,282,279,279,282,282,282,279,0,39,0,0,36,36,0,2023-09-01 22:42:41,0
3864,3864,1839,2091,1479,306,309,309,303,303,303,306,3,57,0,3,36,36,0,2023-09-01 22:44:41,0
3885,3885,1692,1941,1341,294,294,294,294,294,294,294,0,30,12,0,36,36,0,2023-09-01 22:46:41,24
3912,3912,1899,2133,1521,306,306,306,306,306,306,306,0,33,0,0,36,36,0,2023-09-01 22:48:41,0
3873,3873,1497,1626,1161,231,231,231,231,231,231,231,0,18,0,0,36,36,0,2023-09-01 22:50:41,0
3882,3882,93,27,9,9,9,9,9,9,9,9,0,0,0,0,36,36,0,2023-09-01 22:52:41,0
3789,3789,99,54,18,18,18,18,18,18,18,18,0,0,0,0,36,36,0,2023-09-01 22:54:41,0
3888,3888,240,891,21,687,684,684,156,156,156,153,663,135,162,111,36,36,15,2023-09-01 22:56:41,6
3909,3909,957,1566,621,672,675,675,249,249,249,252,528,123,126,81,36,36,30,2023-09-01 22:58:41,0
3879,3879,1758,2016,1419,297,297,297,297,297,297,297,0,33,0,0,36,36,0,2023-09-01 23:00:41,0
3786,3786,1746,1998,1404,297,297,297,297,297,297,297,0,21,0,0,36,36,0,2023-09-01 23:02:41,0
3888,3888,2058,2334,1656,351,351,351,327,327,327,327,30,57,6,0,36,36,0,2023-09-01 23:04:41,6
3888,3888,2049,2304,1668,330,330,330,306,306,306,306,30,75,6,6,36,36,0,2023-09-01 23:06:41,0
3915,3915,2316,2556,1950,309,309,309,297,297,297,297,15,30,3,3,36,36,0,2023-09-01 23:08:41,0
3873,3873,1884,2145,1545,300,300,300,297,297,297,297,3,51,0,3,36,36,0,2023-09-01 23:10:41,0
3864,3864,2127,2394,1809,294,291,291,294,294,294,291,0,45,0,0,36,36,0,2023-09-01 23:12:41,0
3885,3885,1839,2079,1506,285,288,288,285,285,285,288,0,27,0,0,36,36,0,2023-09-01 23:14:41,0
3807,3807,1800,2064,1437,312,312,312,312,312,312,312,0,39,0,0,36,36,0,2023-09-01 23:16:41,0
3894,3894,1908,2133,1584,276,276,276,276,276,276,276,0,39,0,0,36,36,0,2023-09-01 23:18:41,0
3885,3885,1224,1296,972,162,162,162,162,162,162,162,0,24,0,0,36,36,0,2023-09-01 23:20:41,0
3879,3879,75,33,24,3,3,3,3,3,3,3,0,0,0,0,36,36,0,2023-09-01 23:22:41,0
3882,3882,66,30,6,12,12,12,12,12,12,12,0,0,0,0,36,36,0,2023-09-01 23:24:41,0
3798,3798,315,1191,21,927,924,924,207,207,207,204,900,183,219,147,36,36,27,2023-09-01 23:26:41,6
3888,3888,1635,2094,1320,495,498,498,264,264,264,267,288,90,69,42,36,36,18,2023-09-01 23:28:41,0
3888,3888,2253,2520,1932,294,294,294,294,294,294,294,0,39,0,0,36,36,0,2023-09-01 23:30:41,0
3885,3885,1929,2175,1554,309,309,309,309,309,309,309,0,39,0,0,36,36,0,2023-09-01 23:32:41,0
3873,3873,2085,2307,1767,270,270,270,270,270,270,270,0,36,0,0,36,36,0,2023-09-01 23:34:41,0
3822,3822,1803,2058,1470,294,294,294,294,294,294,294,0,42,0,0,36,36,0,2023-09-01 23:36:41,0
3897,3897,2298,2487,2001,243,243,243,243,243,243,243,0,36,0,0,36,36,0,2023-09-01 23:38:41,0
3879,3879,2211,2433,1917,258,258,258,258,258,258,258,0,33,0,0,36,36,0,2023-09-01 23:40:41,0
3876,3876,1902,2142,1581,279,279,279,279,279,279,279,0,18,0,0,36,36,0,2023-09-01 23:42:41,0
3882,3882,1755,1971,1467,252,252,252,252,252,252,252,0,30,0,0,36,36,0,2023-09-01 23:44:41,0
3810,3810,54,57,9,30,30,30,18,18,18,18,15,6,3,0,36,36,3,2023-09-01 23:46:41,0
3858,3858,72,36,12,12,12,12,12,12,12,12,0,3,0,0,36,36,0,2023-09-01 23:48:41,0
3915,3915,240,765,18,588,585,585,141,141,141,138,558,111,132,90,36,36,15,2023-09-01 23:50:41,6
3882,3882,1068,1761,747,741,744,744,240,240,240,243,627,132,156,96,36,36,30,2023-09-01 23:52:41,0
3882,3882,2286,2493,1986,258,258,258,246,246,246,246,15,18,3,0,36,36,3,2023-09-01 23:54:41,0
3888,3888,2241,2526,1920,303,303,303,303,303,303,303,0,36,0,0,36,36,0,2023-09-01 23:56:41,0
3801,3801,2175,2415,1839,288,288,288,288,288,288,288,0,57,0,0,36,36,0,2023-09-01 23:58:41,0
3897,3897,2166,2328,1854,243,243,243,231,231,231,231,15,48,3,3,36,36,0,2023-09-02 00:00:41,0
3873,3873,4068,4272,3759,258,258,258,255,255,255,255,3,24,0,3,36,36,0,2023-09-02 00:02:41,0
3885,3885,1497,1551,1338,105,105,105,105,105,105,105,0,15,0,0,36,36,0,2023-09-02 00:04:41,0
3885,3885,72,102,18,60,60,57,24,24,24,24,42,9,9,0,36,36,9,2023-09-02 00:06:41,18
3789,3789,114,147,18,90,87,87,42,42,42,39,60,15,12,12,36,36,0,2023-09-02 00:08:41,0
3924,3924,303,1236,3,984,984,984,204,204,204,204,975,195,240,153,36,36,36,2023-09-02 00:10:41,9
3858,3858,2781,3120,2499,366,369,369,246,246,246,249,150,72,36,21,36,36,9,2023-09-02 00:12:41,0
3900,3900,2727,2943,2460,240,240,240,240,240,240,240,0,36,0,0,36,36,0,2023-09-02 00:14:41,0
3885,3885,2592,2853,2289,282,282,282,282,282,282,282,0,24,0,0,36,36,0,2023-09-02 00:16:41,0
3819,3819,2706,2934,2388,273,273,273,273,273,273,273,0,48,0,0,36,36,0,2023-09-02 00:18:41,0
3888,3888,2637,2889,2292,300,297,297,300,300,300,297,0,33,0,0,36,36,0,2023-09-02 00:20:41,0
3873,3873,2733,2964,2421,270,273,273,270,270,270,273,0,21,0,0,36,36,0,2023-09-02 00:22:41,0
3888,3888,2121,2259,1902,177,177,177,177,177,177,177,0,24,0,0,36,36,0,2023-09-02 00:24:41,0
3888,3888,36,18,6,6,6,6,6,6,6,6,0,0,0,0,36,36,0,2023-09-02 00:26:41,0
3819,3819,117,81,33,24,24,24,24,24,24,24,0,0,0,0,36,36,0,2023-09-02 00:28:41,0
3858,3858,321,1095,36,843,837,837,186,186,186,180,819,162,198,135,36,36,21,2023-09-02 00:30:41,6
3909,3909,1872,2358,1566,534,540,540,237,237,237,243,372,111,90,57,36,36,24,2023-09-02 00:32:41,0
3870,3870,2790,3039,2412,318,318,318,306,306,306,306,15,45,3,3,36,36,0,2023-09-02 00:34:41,0
3900,3900,2916,3171,2625,273,273,273,273,273,273,273,0,24,0,0,36,36,0,2023-09-02 00:36:41,0
3882,3882,2958,3207,2619,294,294,294,294,294,294,294,0,18,0,0,36,36,0,2023-09-02 00:38:41,0
3831,3831,48,51,9,21,21,21,21,21,21,21,0,3,0,0,36,36,0,2023-09-02 00:40:41,0
3873,3873,78,36,12,12,12,12,12,12,12,12,0,0,0,0,36,36,0,2023-09-02 00:42:41,0
3888,3888,216,702,3,561,558,558,117,117,117,114,552,117,129,90,36,36,15,2023-09-02 00:44:41,6
3876,3876,1164,1875,846,756,759,759,240,240,240,243,648,141,162,96,36,36,33,2023-09-02 00:46:41,0
3897,3897,2688,2904,2382,261,261,261,261,261,261,261,0,24,0,0,36,36,0,2023-09-02 00:48:41,0
3816,3816,2916,3126,2598,264,264,264,264,264,264,264,0,30,0,0,36,36,0,2023-09-02 00:50:41,0
3879,3879,2142,2382,1812,285,285,285,285,285,285,285,0,33,0,0,36,36,0,2023-09-02 00:52:41,0
3888,3888,282,288,198,45,45,45,45,45,45,45,0,3,0,0,36,36,0,2023-09-02 00:54:41,0
3879,3879,63,51,12,18,18,18,18,18,18,18,0,3,0,0,36,36,0,2023-09-02 00:56:41,0
3897,3897,180,600,27,450,450,450,102,102,102,102,435,87,108,69,36,36,12,2023-09-02 00:58:41,6
3804,3804,891,1707,612,834,834,834,231,231,231,231,753,168,180,120,36,36,33,2023-09-02 01:00:41,0
3870,3870,3078,3336,2736,300,300,300,300,300,300,300,0,30,0,0,36,36,0,2023-09-02 01:02:41,0
3885,3885,3012,3336,2625,369,369,369,342,342,342,342,33,63,6,3,36,36,3,2023-09-02 01:04:41,3
3879,3879,426,411,324,42,42,42,42,42,42,42,0,9,0,0,36,36,0,2023-09-02 01:06:41,0
3894,3894,75,39,15,12,12,12,12,12,12,12,0,3,0,0,36,36,0,2023-09-02 01:08:41,0
3888,3888,144,426,12,324,324,324,72,72,72,72,315,63,81,51,36,36,6,2023-09-02 01:10:41,9
3792,3792,681,1530,387,903,903,903,207,207,207,207,870,180,207,135,36,36,39,2023-09-02 01:12:41,0
3885,3885,3258,3567,2895,342,342,342,330,330,330,330,15,51,3,0,36,36,0,2023-09-02 01:14:41,3
3888,3888,2985,3243,2658,291,291,291,291,291,291,291,0,36,0,0,36,36,0,2023-09-02 01:16:41,0
3870,3870,1125,1155,984,84,84,84,84,84,84,84,0,9,0,0,36,36,0,2023-09-02 01:18:41,0
3915,3915,63,48,18,15,15,15,15,15,15,15,0,0,0,0,36,36,0,2023-09-02 01:20:41,0
3801,3801,87,258,6,198,195,195,48,48,48,45,186,39,45,30,36,36,6,2023-09-02 01:22:41,0
3888,3888,330,1275,24,993,993,993,216,216,216,216,972,198,237,153,36,36,36,2023-09-02 01:24:41,6
3888,3888,3189,3432,2922,264,267,267,243,243,243,246,27,27,6,3,36,36,3,2023-09-02 01:26:41,0
3891,3891,1767,1845,1566,138,138,138,138,138,138,138,0,9,0,0,36,36,0,2023-09-02 01:28:41,0
3885,3885,36,18,0,9,9,9,9,9,9,9,0,0,0,0,36,36,0,2023-09-02 01:30:41,0
3798,3798,42,18,12,3,3,3,3,3,3,3,0,0,0,0,36,36,0,2023-09-02 01:32:41,0
3885,3885,285,1212,24,951,948,948,195,195,195,192,942,192,231,153,36,36,30,2023-09-02 01:34:41,9
3882,3882,2112,2544,1827,450,453,453,258,258,258,261,243,75,57,33,36,36,15,2023-09-02 01:36:41,0
3891,3891,2814,3009,2562,222,222,222,222,222,222,222,0,21,0,0,36,36,0,2023-09-02 01:38:41,0
3885,3885,36,27,15,6,6,6,6,6,6,6,0,0,0,0,36,36,0,2023-09-02 01:40:41,0
3798,3798,42,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,0,2023-09-02 01:42:41,0
3870,3870,318,981,99,690,687,687,171,171,171,168,648,129,153,108,36,36,15,2023-09-02 01:44:41,6
3888,3888,1341,1956,1029,663,666,666,234,234,234,237,537,117,135,78,36,36,30,2023-09-02 01:46:41,0
3903,3903,2640,2907,2298,309,309,309,297,297,297,297,15,57,3,0,36,36,3,2023-09-02 01:48:41,0
3897,3897,1155,1254,1002,138,138,138,114,114,114,114,30,18,6,0,36,36,6,2023-09-02 01:50:41,0
3756,3756,57,96,12,66,66,66,18,18,18,18,60,12,12,0,36,36,12,2023-09-02 01:52:41,0
3894,3894,111,336,12,255,252,252,60,60,60,57,243,54,60,39,36,36,6,2023-09-02 01:54:41,6
3888,3888,441,1449,174,1017,1020,1020,216,216,216,219,1002,198,240,147,36,36,51,2023-09-02 01:56:41,0
3894,3894,3384,3609,3072,267,267,267,267,267,267,267,0,45,0,0,36,36,0,2023-09-02 01:58:41,0
3873,3873,393,384,312,36,36,36,36,36,36,36,0,6,0,0,36,36,0,2023-09-02 02:00:41,0
3879,3879,30,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,0,2023-09-02 02:02:41,0
3810,3810,123,474,3,372,369,369,81,81,81,78,363,72,93,57,36,36,9,2023-09-02 02:04:41,6
3885,3885,663,1503,411,858,861,861,201,201,201,204,822,168,195,129,36,36,36,2023-09-02 02:06:41,0
3900,3900,3585,3813,3282,267,264,264,264,264,264,261,3,48,0,3,36,36,0,2023-09-02 02:08:41,0
3888,3888,645,696,567,63,66,66,63,63,63,66,0,3,0,0,36,36,0,2023-09-02 02:10:41,0
3876,3876,57,12,6,3,3,3,3,3,3,3,0,0,0,0,36,36,0,2023-09-02 02:12:41,0
3801,3801,108,369,6,282,279,279,66,66,66,63,270,54,72,42,36,36,6,2023-09-02 02:14:41,6
3885,3885,540,1446,258,942,945,945,210,210,210,213,915,183,216,144,36,36,39,2023-09-02 02:16:41,0
3897,3897,3171,3393,2883,255,255,255,255,255,255,255,0,24,0,0,36,36,0,2023-09-02 02:18:41,0
3885,3885,345,363,300,30,30,30,30,30,30,30,0,6,0,0,36,36,0,2023-09-02 02:20:41,0
3816,3816,18,3,3,0,0,0,0,0,0,0,0,0,0,0,36,36,0,2023-09-02 02:22:41,0
3855,3855,132,501,6,393,390,390,84,84,84,81,384,75,96,60,36,36,9,2023-09-02 02:24:41,6
3888,3888,744,1575,477,852,855,855,213,213,213,216,801,165,192,126,36,36,36,2023-09-02 02:26:41,0
3912,3912,2724,2931,2451,240,240,240,237,237,237,237,3,21,0,3,36,36,0,2023-09-02 02:28:41,0
3870,3870,42,21,3,9,9,9,9,9,9,9,0,3,0,0,36,36,0,2023-09-02 02:30:41,0
3879,3879,39,24,6,9,9,9,9,9,9,9,0,3,0,0,36,36,0,2023-09-02 02:32:41,0
3888,3888,168,708,0,573,570,570,117,117,117,114,567,114,132,93,36,36,15,2023-09-02 02:34:41,6
3813,3813,1155,1842,888,708,708,708,216,216,216,216,618,141,156,93,36,36,30,2023-09-02 02:36:41,0
3873,3873,2073,2229,1848,189,192,192,189,189,189,192,0,27,0,0,36,36,0,2023-09-02 02:38:41,0
3885,3885,63,24,15,3,3,3,3,3,3,3,0,0,0,0,36,36,0,2023-09-02 02:40:41,0
3906,3906,51,42,18,12,12,12,12,12,12,12,0,3,0,0,36,36,0,2023-09-02 02:42:41,0
3876,3876,237,1041,0,834,831,831,174,174,174,171,825,165,201,138,36,36,21,2023-09-02 02:44:41,6
3804,3804,2013,2502,1749,513,516,516,222,222,222,225,363,102,87,51,36,36,24,2023-09-02 02:46:41,0
3915,3915,741,756,648,54,54,54,54,54,54,54,0,3,0,0,36,36,0,2023-09-02 02:48:41,0
3861,3861,81,51,12,18,18,18,18,18,18,18,0,0,0,0,36,36,0,2023-09-02 02:50:41,0
3879,3879,168,393,15,300,297,297,69,69,69,66,288,60,69,39,36,36,15,2023-09-02 02:52:41,6
3825,3825,369,1293,108,948,951,951,195,195,195,198,942,186,228,147,36,36,39,2023-09-02 02:54:41,0
3882,3882,2382,2517,2151,183,183,183,183,183,183,183,0,30,0,0,36,36,0,2023-09-02 02:56:41,0
3897,3897,36,12,6,3,3,3,3,3,3,3,0,0,0,0,36,36,0,2023-09-02 02:58:41,0
3888,3888,12,9,3,3,3,3,3,3,3,3,0,0,0,0,36,36,0,2023-09-02 03:00:41,0
3876,3876,201,810,3,651,648,648,132,132,132,129,648,132,153,111,36,36,15,2023-09-02 03:02:41,9
3885,3885,2082,2685,1848,618,621,621,189,189,189,192,537,114,135,75,36,36,30,2023-09-02 03:04:41,0
3807,3807,501,537,441,48,48,48,48,48,48,48,0,6,0,0,36,36,0,2023-09-02 03:06:41,0
3903,3903,36,9,3,3,3,3,3,3,3,3,0,3,0,0,36,36,0,2023-09-02 03:08:41,0
3867,3867,120,432,9,327,324,324,81,81,81,78,306,60,78,48,36,36,6,2023-09-02 03:10:41,9
3882,3882,483,1350,225,894,897,897,192,192,192,195,879,177,210,138,36,36,39,2023-09-02 03:12:41,0
3888,3888,2277,2424,2100,168,168,168,156,156,156,156,12,12,0,6,36,36,0,2023-09-02 03:14:41,0
3810,3810,15,9,3,3,3,3,3,3,3,3,0,0,0,0,36,36,0,2023-09-02 03:16:41,0
3876,3876,42,24,12,6,6,6,6,6,6,6,0,3,0,0,36,36,0,2023-09-02 03:18:41,0
3906,3906,225,1044,6,834,831,831,171,171,171,168,825,165,198,135,36,36,24,2023-09-02 03:20:41,6
3876,3876,1746,2259,1452,543,546,546,246,246,246,249,372,96,90,51,36,36,24,2023-09-02 03:22:41,0
3879,3879,510,516,459,27,27,27,27,27,27,27,0,9,0,0,36,36,0,2023-09-02 03:24:41,0
3879,3879,24,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,0,2023-09-02 03:26:41,0
3837,3837,138,465,15,357,354,354,75,75,75,72,351,69,90,54,36,36,9,2023-09-02 03:28:41,6
3888,3888,573,1407,300,870,873,873,204,204,204,207,834,180,198,132,36,36,36,2023-09-02 03:30:41,0
3870,3870,1422,1521,1287,117,117,117,117,117,117,117,0,15,0,0,36,36,0,2023-09-02 03:32:41,0
3885,3885,45,24,15,3,3,3,3,3,3,3,0,0,0,0,36,36,0,2023-09-02 03:34:41,0
3888,3888,24,12,6,3,3,3,3,3,3,3,0,0,0,0,36,36,0,2023-09-02 03:36:41,0
3813,3813,273,1203,3,963,960,960,195,195,195,192,960,192,237,156,36,36,30,2023-09-02 03:38:41,9
3837,3837,2019,2412,1776,405,408,408,222,222,222,225,228,63,51,33,36,36,15,2023-09-02 03:40:41,0
3909,3909,27,18,6,6,6,6,6,6,6,6,0,0,0,0,36,36,0,2023-09-02 03:42:41,0
3885,3885,24,3,0,0,0,0,0,0,0,0,0,0,0,0,36,36,0,2023-09-02 03:44:41,0
3876,3876,159,717,3,576,573,573,120,120,120,117,570,114,135,93,36,36,15,2023-09-02 03:46:41,6
3843,3843,1215,1905,930,717,720,720,225,225,225,228,615,138,153,93,36,36,30,2023-09-02 03:48:41,0
3873,3873,630,645,555,45,45,45,45,45,45,45,0,3,0,0,36,36,0,2023-09-02 03:50:41,0
3888,3888,24,12,6,3,3,3,3,3,3,3,0,0,0,0,36,36,0,2023-09-02 03:52:41,0
3870,3870,102,375,0,291,291,291,63,63,63,63,285,57,75,45,36,36,6,2023-09-02 03:54:41,6
3870,3870,435,1353,192,924,924,924,204,204,204,204,900,180,213,141,36,36,39,2023-09-02 03:56:41,0
3942,3942,1641,1803,1428,189,189,189,186,186,186,186,3,12,0,3,36,36,0,2023-09-02 03:58:41,0
3780,3780,18,15,3,6,6,6,6,6,6,6,0,0,0,0,36,36,0,2023-09-02 04:00:41,0
3876,3876,60,33,9,12,12,12,12,12,12,12,0,3,0,0,36,36,0,2023-09-02 04:02:41,0
3882,3882,261,1065,3,849,846,846,174,174,174,171,843,168,207,141,36,36,21,2023-09-02 04:04:41,6
3885,3885,1653,2160,1422,522,525,525,201,201,201,204,402,87,93,45,36,36,36,2023-09-02 04:06:41,0
3903,3903,42,6,6,0,0,0,0,0,0,0,0,0,0,0,36,36,0,2023-09-02 04:08:41,0
3792,3792,27,30,12,9,9,9,9,9,9,9,0,0,0,0,36,36,0,2023-09-02 04:10:41,0
3879,3879,168,705,9,561,558,558,117,117,117,114,555,111,132,90,36,36,15,2023-09-02 04:12:41,6
3885,3885,1215,1920,948,720,723,723,216,216,216,219,630,141,156,96,36,36,30,2023-09-02 04:14:41,0
3888,3888,411,453,333,60,60,60,60,60,60,60,0,9,0,0,36,36,0,2023-09-02 04:16:41,0
3894,3894,36,12,0,6,6,6,6,6,6,6,0,0,0,0,36,36,0,2023-09-02 04:18:41,0
3813,3813,141,417,6,324,321,321,72,72,72,69,315,66,81,51,36,36,6,2023-09-02 04:20:41,6
3858,3858,558,1437,312,894,894,894,198,198,198,198,870,174,207,135,36,36,39,2023-09-02 04:22:41,0
3882,3882,1194,1275,1056,108,111,111,108,108,108,111,0,15,0,0,36,36,0,2023-09-02 04:24:41,0
3891,3891,15,6,3,0,0,0,0,0,0,0,0,0,0,0,36,36,0,2023-09-02 04:26:41,0
3903,3903,45,117,0,96,93,93,21,21,21,18,93,18,21,12,36,36,6,2023-09-02 04:28:41,0
3822,3822,252,1233,3,987,987,987,198,198,198,198,987,198,243,159,36,36,33,2023-09-02 04:30:41,6
3855,3855,1377,1596,1188,243,246,246,159,159,159,162,105,39,24,15,36,36,6,2023-09-02 04:32:41,0
3888,3888,15,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,0,2023-09-02 04:34:41,0
3888,3888,15,12,3,3,3,3,3,3,3,3,0,0,0,0,36,36,0,2023-09-02 04:36:41,0
3885,3885,231,1005,0,804,801,801,168,168,168,165,795,162,195,132,36,36,21,2023-09-02 04:38:41,6
3873,3873,1239,1746,1002,519,522,522,207,207,207,210,390,96,93,54,36,36,24,2023-09-02 04:40:41,0
3819,3819,21,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,0,2023-09-02 04:42:41,0
3885,3885,24,12,6,3,3,3,3,3,3,3,0,0,0,0,36,36,0,2023-09-02 04:44:41,0
3888,3888,159,780,0,630,627,627,126,126,126,123,627,126,147,105,36,36,15,2023-09-02 04:46:41,6
3900,3900,1179,1824,900,669,672,672,225,225,225,228,558,132,141,81,36,36,30,2023-09-02 04:48:41,0
3876,3876,243,219,177,21,21,21,21,21,21,21,0,0,0,0,36,36,0,2023-09-02 04:50:41,0
3786,3786,24,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,0,2023-09-02 04:52:41,0
3888,3888,132,495,6,387,384,384,84,84,84,81,378,75,96,60,36,36,9,2023-09-02 04:54:41,6
3888,3888,660,1476,405,840,843,843,195,195,195,198,807,165,192,126,36,36,36,2023-09-02 04:56:41,0
3864,3864,852,882,756,63,63,63,63,63,63,63,0,12,0,0,36,36,0,2023-09-02 04:58:41,0
3921,3921,21,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,0,2023-09-02 05:00:41,0
3825,3825,69,246,0,198,195,195,42,42,42,39,195,39,48,30,36,36,6,2023-09-02 05:02:41,3
3855,3855,252,1164,3,936,936,936,186,186,186,186,936,186,225,147,36,36,36,2023-09-02 05:04:41,3
3888,3888,1059,1170,924,144,147,147,96,96,96,99,60,27,15,15,36,36,3,2023-09-02 05:06:41,0
3900,3900,72,6,3,0,0,0,0,0,0,0,0,0,0,0,36,36,0,2023-09-02 05:08:41,0
3870,3870,51,30,0,24,21,21,9,9,9,6,18,3,3,3,36,36,0,2023-09-02 05:10:41,0
3798,3798,282,1212,12,960,960,960,195,195,195,195,957,192,237,156,36,36,30,2023-09-02 05:12:41,6
3888,3888,1323,1623,1128,327,330,330,159,159,159,162,210,57,48,27,36,36,15,2023-09-02 05:14:41,0
3885,3885,33,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,0,2023-09-02 05:16:41,0
3900,3900,48,3,3,0,0,0,0,0,0,0,0,0,0,0,36,36,0,2023-09-02 05:18:41,0
3888,3888,255,1092,0,876,873,873,177,177,177,174,873,174,213,141,36,36,27,2023-09-02 05:20:41,9
3873,3873,1089,1458,924,390,393,393,129,129,129,132,327,75,78,45,36,36,21,2023-09-02 05:22:41,0
3795,3795,30,21,9,6,6,6,6,6,6,6,0,0,0,0,36,36,0,2023-09-02 05:24:41,0
3885,3885,39,12,6,3,3,3,3,3,3,3,0,0,0,0,36,36,0,2023-09-02 05:26:41,0
3882,3882,252,1062,0,852,849,849,174,174,174,171,846,168,207,141,36,36,21,2023-09-02 05:28:41,6
3888,3888,1107,1512,888,438,441,441,168,168,168,171,339,78,81,45,36,36,24,2023-09-02 05:30:41,0
